"","AGEP","Major","Major_Category","BSc","Wages.mn","Wages.md","Wages.sd","Wages.n","Earnings.mn","Earnings.md","Earnings.sd","Earnings.n"
"2268",64,"COMPUTER NETWORKING AND TELECOMMUNICATIONS","Computers & Mathematics",1,40337,40337,57045.1324654435,2,78152.9375,78152.9375,3565.32077909022,2
"2269",21,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,16134.8,16134.8,NA,1,19160.075,19160.075,NA,1
"2270",22,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,21364.2039285714,12101.1,19787.6205656694,7,21364.2039285714,12101.1,19787.6205656694,7
"2271",23,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,10084.25,10084.25,2852.25662327218,2,10084.25,10084.25,2852.25662327218,2
"2272",24,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,57984.4375,57984.4375,10695.9623372707,2,57984.4375,57984.4375,10695.9623372707,2
"2273",25,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,42858.0625,37815.9375,19528.0661544961,4,46639.65625,45379.125,19033.6044759698,4
"2274",26,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,72102.3875,72102.3875,9269.83402563457,2,72102.3875,72102.3875,9269.83402563457,2
"2275",27,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,57228.11875,52438.1,12524.3786776593,4,57228.11875,52438.1,12524.3786776593,4
"2276",28,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,50253.1791666667,50421.25,31100.144174858,9,50253.1791666667,50421.25,31100.144174858,9
"2277",29,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,68300.62525,55463.375,33498.2685835564,10,68300.62525,55463.375,33498.2685835564,10
"2278",30,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,55846.5765,56471.8,16385.6495491199,5,55846.5765,56471.8,16385.6495491199,5
"2279",31,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,30891.4191666667,25109.7825,29173.0107877412,3,30891.4191666667,25109.7825,29173.0107877412,3
"2280",32,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,72606.6,70589.75,36464.0121512593,5,72606.6,70589.75,36464.0121512593,5
"2281",33,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,61614.7675,55463.375,18313.3978117149,5,61614.7675,55463.375,18313.3978117149,5
"2282",34,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,71598.175,55463.375,45098.1370042045,7,71598.175,55463.375,45098.1370042045,7
"2283",35,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,73951.1666666667,62522.35,42513.6161274342,3,73951.1666666667,62522.35,42513.6161274342,3
"2284",36,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,106028.685714286,70589.75,96550.0954435311,7,109918.325,70589.75,92008.3050058141,7
"2285",37,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,76640.3,70085.5375,55995.5922991005,4,76640.3,70085.5375,55995.5922991005,4
"2286",38,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,82690.85,85716.125,29524.6450375233,6,82690.85,85716.125,29524.6450375233,6
"2287",39,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,63934.145,52438.1,39313.057708017,5,63934.145,52438.1,39313.057708017,5
"2288",40,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,91161.62,97817.225,19535.8758193372,5,91161.62,97817.225,19535.8758193372,5
"2289",41,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,60757.60625,63530.775,14852.1752407037,4,60757.60625,63530.775,14852.1752407037,4
"2290",42,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,52236.415,45379.125,21715.1159038079,5,52236.415,45379.125,21715.1159038079,5
"2291",43,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,79867.26,80674,24529.821528821,5,79867.26,80674,24529.821528821,5
"2292",44,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,68484.6628125,64539.2,27711.9801949009,8,68484.6628125,64539.2,27711.9801949009,8
"2293",45,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,60505.5,60505.5,49914.4909072631,2,60505.5,60505.5,49914.4909072631,2
"2294",46,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,80157.1821875,76640.3,49809.1792011962,8,80157.1821875,76640.3,49809.1792011962,8
"2295",47,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,75253.715625,60505.5,38338.8638456764,8,75253.715625,60505.5,38338.8638456764,8
"2296",48,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,60606.3425,63530.775,43124.7619050471,5,90859.0925,100842.5,43036.2426567691,5
"2297",49,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,62378.2892857143,65547.625,38322.0454888345,7,68428.8392857143,65547.625,29054.9425803004,7
"2298",50,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,25084.571875,22437.45625,23333.5650052852,4,37689.884375,39328.575,18353.0348710579,4
"2299",51,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,64878.3975,61513.925,45419.0471809432,11,66711.8975,62522.35,44989.5760686544,11
"2300",52,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,71106.5678125,66051.8375,44064.6759220356,8,71106.5678125,66051.8375,44064.6759220356,8
"2301",53,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,84371.5583333333,86220.3375,47857.885737835,6,84371.5583333333,86220.3375,47857.885737835,6
"2302",54,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,111150.844444444,77648.725,125202.956916857,9,115184.544444444,77648.725,122957.341071373,9
"2303",55,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,122019.425,102355.1375,55484.7617099694,4,123279.95625,102355.1375,57902.5364703963,4
"2304",56,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,62522.35,62522.35,28028.0476939228,5,63530.775,62522.35,26632.7314405777,5
"2305",57,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,45379.125,37815.9375,45479.8557010821,4,54908.74125,44774.07,35755.8837962587,4
"2306",58,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,98321.4375,98321.4375,3565.32077909022,2,98321.4375,98321.4375,3565.32077909022,2
"2307",60,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,65547.625,65547.625,NA,1,65547.625,65547.625,NA,1
"2308",62,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,22487.8775,22487.8775,NA,1,22487.8775,22487.8775,NA,1
"2309",63,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,96472.6583333333,75631.875,90558.2120043247,3,96472.6583333333,75631.875,90558.2120043247,3
"2310",64,"COMPUTER PROGRAMMING AND DATA PROCESSING","Computers & Mathematics",1,88741.4,88741.4,NA,1,88741.4,88741.4,NA,1
"2311",19,"COMPUTER SCIENCE","Computers & Mathematics",1,27227.475,27227.475,NA,1,27227.475,27227.475,NA,1
"2312",20,"COMPUTER SCIENCE","Computers & Mathematics",1,24202.2,24202.2,NA,1,24202.2,24202.2,NA,1
"2313",21,"COMPUTER SCIENCE","Computers & Mathematics",1,40913.2428571429,31261.175,25135.6017994344,7,40913.2428571429,31261.175,25135.6017994344,7
"2314",22,"COMPUTER SCIENCE","Computers & Mathematics",1,31880.8684274194,29093.06125,30766.4644921714,62,31880.8684274194,29093.06125,30766.4644921714,62
"2315",23,"COMPUTER SCIENCE","Computers & Mathematics",1,43445.0419575472,39731.945,28851.2415760256,106,44266.1472570755,40337,28640.3072631825,106
"2316",24,"COMPUTER SCIENCE","Computers & Mathematics",1,55545.9546850394,50421.25,32858.7976654421,127,55835.7776181102,50421.25,33086.2927266119,127
"2317",25,"COMPUTER SCIENCE","Computers & Mathematics",1,58206.6189430894,58488.65,33114.2198264632,123,58914.1561585366,60505.5,32630.0785204663,123
"2318",26,"COMPUTER SCIENCE","Computers & Mathematics",1,56334.0075763359,50421.25,44467.3087887383,131,57866.0437862595,52438.1,44494.4982275932,131
"2319",27,"COMPUTER SCIENCE","Computers & Mathematics",1,59710.8914285714,58488.65,33104.1057723093,133,59922.8123214286,58488.65,32806.7034501424,133
"2320",28,"COMPUTER SCIENCE","Computers & Mathematics",1,62930.2353358209,58992.8625,34182.7654553146,134,63336.1640261194,58992.8625,34448.3316098096,134
"2321",29,"COMPUTER SCIENCE","Computers & Mathematics",1,67402.4547166667,62522.35,35534.7992887659,150,68621.3044,62522.35,35304.7117577914,150
"2322",30,"COMPUTER SCIENCE","Computers & Mathematics",1,75073.2814659686,65547.625,59050.5333932092,191,75218.6319384817,65547.625,59085.3073311038,191
"2323",31,"COMPUTER SCIENCE","Computers & Mathematics",1,82147.1773913043,74623.45,45953.564570123,184,85124.7769072011,75631.875,45946.9125327711,184
"2324",32,"COMPUTER SCIENCE","Computers & Mathematics",1,87117.3513537118,76640.3,64782.7422581145,229,88639.896959607,79665.575,64587.2358141488,229
"2325",33,"COMPUTER SCIENCE","Computers & Mathematics",1,79716.9214105505,70589.75,57681.2366843252,218,82682.0609747706,70589.75,60310.3149227905,218
"2326",34,"COMPUTER SCIENCE","Computers & Mathematics",1,84194.4736452514,75631.875,58463.7645099813,179,86938.7980600559,78657.15,58053.6399323207,179
"2327",35,"COMPUTER SCIENCE","Computers & Mathematics",1,87424.8926165254,80674,60353.7133967501,236,88771.4391006356,80674,59163.0948627677,236
"2328",36,"COMPUTER SCIENCE","Computers & Mathematics",1,96485.5514383562,90758.25,63485.6793552959,219,97632.1168493151,90758.25,63403.4775704777,219
"2329",37,"COMPUTER SCIENCE","Computers & Mathematics",1,100267.956320513,95800.375,69927.2069632882,195,102136.386846154,95800.375,70557.1340309027,195
"2330",38,"COMPUTER SCIENCE","Computers & Mathematics",1,93970.3128125,83699.275,69212.6469400695,176,96345.84125,85716.125,68841.8924404912,176
"2331",39,"COMPUTER SCIENCE","Computers & Mathematics",1,101335.239401198,90758.25,77092.2228191537,167,104407.010643713,90758.25,76335.8327993315,167
"2332",40,"COMPUTER SCIENCE","Computers & Mathematics",1,102914.847214765,89749.825,75222.1883198866,149,104711.60338255,90758.25,75912.425639711,149
"2333",41,"COMPUTER SCIENCE","Computers & Mathematics",1,92262.2438571429,90758.25,51741.1434268728,175,93395.1373142857,90758.25,51704.2442227395,175
"2334",42,"COMPUTER SCIENCE","Computers & Mathematics",1,109990.267515244,96808.8,86871.5942187485,164,117239.244542683,99834.075,91043.347835407,164
"2335",43,"COMPUTER SCIENCE","Computers & Mathematics",1,100844.248713873,90758.25,75331.4450001262,173,104975.876690751,90758.25,73665.9017103889,173
"2336",44,"COMPUTER SCIENCE","Computers & Mathematics",1,102964.717483974,85716.125,91616.2834594073,156,104395.582059295,85716.125,90779.7853463875,156
"2337",45,"COMPUTER SCIENCE","Computers & Mathematics",1,101286.879283333,86220.3375,75978.2176098448,150,104976.713081167,87480.86875,77957.3851923902,150
"2338",46,"COMPUTER SCIENCE","Computers & Mathematics",1,98648.8643827161,90758.25,75169.897419969,162,101677.251805556,90758.25,73880.4173526517,162
"2339",47,"COMPUTER SCIENCE","Computers & Mathematics",1,99316.4168333333,90758.25,68135.830369078,165,102027.613283333,90758.25,65944.7144552845,165
"2340",48,"COMPUTER SCIENCE","Computers & Mathematics",1,116562.387786145,100842.5,90640.9404760414,166,118518.793034639,100842.5,88971.5588195656,166
"2341",49,"COMPUTER SCIENCE","Computers & Mathematics",1,106037.72225,92270.8875,79423.1319031072,220,110643.932625,93783.525,87550.2251231299,220
"2342",50,"COMPUTER SCIENCE","Computers & Mathematics",1,114150.07967,100842.5,83722.7090925109,250,117723.857196,100842.5,87079.2357919347,250
"2343",51,"COMPUTER SCIENCE","Computers & Mathematics",1,108863.645795455,96304.5875,81154.4412333693,242,112850.674886364,99834.075,82235.6387978487,242
"2344",52,"COMPUTER SCIENCE","Computers & Mathematics",1,97877.0210552764,90758.25,71227.2972062969,199,101865.620640704,95800.375,72346.1879632963,199
"2345",53,"COMPUTER SCIENCE","Computers & Mathematics",1,102551.045065104,95800.375,67800.0290481092,192,104983.84936875,97817.225,66877.4703095735,192
"2346",54,"COMPUTER SCIENCE","Computers & Mathematics",1,100994.065673653,88741.4,85548.8654848762,167,103216.82760479,89749.825,84714.5908456091,167
"2347",55,"COMPUTER SCIENCE","Computers & Mathematics",1,104461.305142857,95296.1625,67408.9729250154,140,107033.077014286,99329.8625,65909.2676090955,140
"2348",56,"COMPUTER SCIENCE","Computers & Mathematics",1,120504.77065,99834.075,105352.360875707,100,123086.4394925,100842.5,104587.851378423,100
"2349",57,"COMPUTER SCIENCE","Computers & Mathematics",1,94570.9113888889,85716.125,64048.9863973457,99,95904.2733333333,86724.55,63950.4811354701,99
"2350",58,"COMPUTER SCIENCE","Computers & Mathematics",1,102366.863372093,95800.375,69672.778683301,86,102473.56880814,96808.8,69368.9844885237,86
"2351",59,"COMPUTER SCIENCE","Computers & Mathematics",1,95544.2670634921,90758.25,71932.4744075176,63,97058.5052380952,90758.25,70006.7660084815,63
"2352",60,"COMPUTER SCIENCE","Computers & Mathematics",1,92645.6603731343,84707.7,68087.2232592872,67,94200.4410074627,85716.125,67137.2732910513,67
"2353",61,"COMPUTER SCIENCE","Computers & Mathematics",1,94318.3504017857,85716.125,47795.5034683435,56,95044.05625,85716.125,47198.9283703554,56
"2354",62,"COMPUTER SCIENCE","Computers & Mathematics",1,83066.0779069767,80674,46172.5386439359,43,85540.2369186047,81682.425,44411.0464482494,43
"2355",63,"COMPUTER SCIENCE","Computers & Mathematics",1,92989.713525641,89749.825,92102.7684392303,39,96152.0308974359,89749.825,97042.0955344459,39
"2356",64,"COMPUTER SCIENCE","Computers & Mathematics",1,79422.1620689655,80674,48351.5903269177,29,85264.0724137931,85716.125,43363.6035267328,29
"2357",21,"INFORMATION SCIENCES","Computers & Mathematics",1,48068.2583333333,55463.375,20202.0862014504,3,48068.2583333333,55463.375,20202.0862014504,3
"2358",22,"INFORMATION SCIENCES","Computers & Mathematics",1,29597.27375,30807.38375,17550.5065575444,6,29597.27375,30807.38375,17550.5065575444,6
"2359",23,"INFORMATION SCIENCES","Computers & Mathematics",1,40200.862625,40589.10625,23225.7197276624,20,42217.712625,40841.2125,21215.439486661,20
"2360",24,"INFORMATION SCIENCES","Computers & Mathematics",1,38778.525,39328.575,18231.9426929154,11,38989.3775,39328.575,18265.1504037588,11
"2361",25,"INFORMATION SCIENCES","Computers & Mathematics",1,47395.975,40337,25919.9883204626,19,47395.975,40337,25919.9883204626,19
"2362",26,"INFORMATION SCIENCES","Computers & Mathematics",1,59429.8466666667,46891.7625,47247.4824540778,18,59603.5198611111,46891.7625,47094.2854826968,18
"2363",27,"INFORMATION SCIENCES","Computers & Mathematics",1,50750.0842391304,60505.5,29745.6972634565,23,51670.8201086957,60505.5,28400.7406015886,23
"2364",28,"INFORMATION SCIENCES","Computers & Mathematics",1,50890.167625,50421.25,31342.6720103091,20,53769.221,50421.25,27434.6737822096,20
"2365",29,"INFORMATION SCIENCES","Computers & Mathematics",1,56844.91725,53950.7375,26681.4316266372,30,56844.91725,53950.7375,26681.4316266372,30
"2366",30,"INFORMATION SCIENCES","Computers & Mathematics",1,70177.2125,58488.65,28358.5296574702,22,70177.2125,58488.65,28358.5296574702,22
"2367",31,"INFORMATION SCIENCES","Computers & Mathematics",1,69016.607,70589.75,25927.9129605208,35,69016.607,70589.75,25927.9129605208,35
"2368",32,"INFORMATION SCIENCES","Computers & Mathematics",1,75551.201,75631.875,36255.3214218225,25,75821.4589,75631.875,36130.5031748208,25
"2369",33,"INFORMATION SCIENCES","Computers & Mathematics",1,79459.30625,64034.9875,49113.0186760161,22,79514.31125,64034.9875,49091.4530898996,22
"2370",34,"INFORMATION SCIENCES","Computers & Mathematics",1,75558.8511206897,70589.75,33682.5260792243,29,75732.7175,70589.75,33857.2163757036,29
"2371",35,"INFORMATION SCIENCES","Computers & Mathematics",1,84432.675,82690.85,30334.2729266597,33,84866.6033333333,82690.85,30208.1576742522,33
"2372",36,"INFORMATION SCIENCES","Computers & Mathematics",1,74371.34375,62018.1375,42415.5679044503,20,74371.34375,62018.1375,42415.5679044503,20
"2373",37,"INFORMATION SCIENCES","Computers & Mathematics",1,99637.9923611111,82186.6375,73787.3239446629,18,99931.5560833333,82186.6375,73762.7923261707,18
"2374",38,"INFORMATION SCIENCES","Computers & Mathematics",1,102099.669833333,92775.1,62564.0308401349,15,107410.708166667,100842.5,61979.6140851913,15
"2375",39,"INFORMATION SCIENCES","Computers & Mathematics",1,80742.3126612903,73615.025,42534.7671076629,31,84101.0185080645,73615.025,52419.431900127,31
"2376",40,"INFORMATION SCIENCES","Computers & Mathematics",1,97313.0125,75127.6625,119453.423721859,22,99604.8875,75127.6625,117971.946827271,22
"2377",41,"INFORMATION SCIENCES","Computers & Mathematics",1,83979.3930555556,79161.3625,30668.6945483283,18,83979.3930555556,79161.3625,30668.6945483283,18
"2378",42,"INFORMATION SCIENCES","Computers & Mathematics",1,80890.0910714286,95296.1625,44434.4363486072,14,85471.2217857143,100842.5,41737.2273188949,14
"2379",43,"INFORMATION SCIENCES","Computers & Mathematics",1,80870.0826388889,80674,30863.0865126598,18,80982.1298611111,81682.425,30865.9936780199,18
"2380",44,"INFORMATION SCIENCES","Computers & Mathematics",1,85193.237962963,83699.275,43160.9981259826,27,88741.4,83699.275,37402.812335127,27
"2381",45,"INFORMATION SCIENCES","Computers & Mathematics",1,111827.129464286,81682.425,105613.550727967,14,135525.116964286,91766.675,132009.220346468,14
"2382",46,"INFORMATION SCIENCES","Computers & Mathematics",1,75262.1191666667,68572.9,31494.0961270028,15,75262.1191666667,68572.9,31494.0961270028,15
"2383",47,"INFORMATION SCIENCES","Computers & Mathematics",1,92459.9671875,78152.9375,49832.5486017871,16,100023.1546875,88237.1875,43665.6467275489,16
"2384",48,"INFORMATION SCIENCES","Computers & Mathematics",1,111791.114285714,110926.75,48318.4413264926,14,111791.114285714,110926.75,48318.4413264926,14
"2385",49,"INFORMATION SCIENCES","Computers & Mathematics",1,87660.9446428571,82690.85,42709.6707747892,14,87682.55375,82690.85,42716.928963997,14
"2386",50,"INFORMATION SCIENCES","Computers & Mathematics",1,103766.9325,85211.9125,85469.0217496708,30,103901.389166667,85211.9125,85360.693851138,30
"2387",51,"INFORMATION SCIENCES","Computers & Mathematics",1,120061.894117647,100842.5,70742.1732749243,17,121699.101764706,100842.5,70392.4011959175,17
"2388",52,"INFORMATION SCIENCES","Computers & Mathematics",1,98124.1369565217,90758.25,36141.7898067741,23,99373.7070652174,90758.25,37372.0433163852,23
"2389",53,"INFORMATION SCIENCES","Computers & Mathematics",1,116324.789705882,90758.25,102966.15619352,17,116324.789705882,90758.25,102966.15619352,17
"2390",54,"INFORMATION SCIENCES","Computers & Mathematics",1,69413.2541666667,68572.9,46125.402658448,12,78152.9375,75631.875,40578.0724327268,12
"2391",55,"INFORMATION SCIENCES","Computers & Mathematics",1,75178.08375,87732.975,48836.9132547333,10,75178.08375,87732.975,48836.9132547333,10
"2392",56,"INFORMATION SCIENCES","Computers & Mathematics",1,119834.504166667,88237.1875,74815.0195902966,12,119834.504166667,88237.1875,74815.0195902966,12
"2393",57,"INFORMATION SCIENCES","Computers & Mathematics",1,99329.8625,90758.25,53659.0976947956,10,129078.4,90758.25,135998.282390504,10
"2394",58,"INFORMATION SCIENCES","Computers & Mathematics",1,90116.525,87732.975,35448.0328379076,11,90116.525,87732.975,35448.0328379076,11
"2395",59,"INFORMATION SCIENCES","Computers & Mathematics",1,115632.733333333,121011,9315.43112332078,3,115632.733333333,121011,9315.43112332078,3
"2396",60,"INFORMATION SCIENCES","Computers & Mathematics",1,78317.9525,79665.575,52278.6869716162,11,78317.9525,79665.575,52278.6869716162,11
"2397",61,"INFORMATION SCIENCES","Computers & Mathematics",1,79329.4333333333,75631.875,29920.3849676138,3,79329.4333333333,75631.875,29920.3849676138,3
"2398",62,"INFORMATION SCIENCES","Computers & Mathematics",1,42101.74375,27227.475,38464.7277826624,4,44622.80625,32269.6,37027.8774996307,4
"2399",63,"INFORMATION SCIENCES","Computers & Mathematics",1,71867.0883333333,80674,44127.2461484643,3,71867.0883333333,80674,44127.2461484643,3
"2400",64,"INFORMATION SCIENCES","Computers & Mathematics",1,90758.25,90758.25,NA,1,90758.25,90758.25,NA,1
"2401",21,"MATHEMATICS","Computers & Mathematics",1,26219.05,26219.05,NA,1,26219.05,26219.05,NA,1
"2402",22,"MATHEMATICS","Computers & Mathematics",1,22410.3063461538,16134.8,21305.6885341354,39,22570.6200641026,16134.8,21198.5845949177,39
"2403",23,"MATHEMATICS","Computers & Mathematics",1,32665.0607843137,24202.2,26196.7919285305,51,32724.3799019608,24202.2,26173.6732842558,51
"2404",24,"MATHEMATICS","Computers & Mathematics",1,40410.0742753623,40337,23858.7892116688,69,40566.4532246377,40337,23712.7929912016,69
"2405",25,"MATHEMATICS","Computers & Mathematics",1,49587.5239788732,43362.275,53076.9737220611,71,49772.1651760563,43362.275,53071.5151433089,71
"2406",26,"MATHEMATICS","Computers & Mathematics",1,51453.8772,50925.4625,32140.9336849738,50,52972.56525,50925.4625,30260.481985273,50
"2407",27,"MATHEMATICS","Computers & Mathematics",1,44158.7846014493,40337,26744.5257918023,69,44451.0817028985,40337,26362.2884539585,69
"2408",28,"MATHEMATICS","Computers & Mathematics",1,74886.1095348837,48807.77,104898.905896027,43,75215.3720232558,49554.0045,104767.125138226,43
"2409",29,"MATHEMATICS","Computers & Mathematics",1,67553.7470744681,50421.25,84551.5195653416,47,69347.4562234043,51429.675,83743.9874359761,47
"2410",30,"MATHEMATICS","Computers & Mathematics",1,73876.4685185185,51933.8875,81377.3511546628,54,74630.9198148148,53446.525,81292.2590870166,54
"2411",31,"MATHEMATICS","Computers & Mathematics",1,67241.96235,53446.525,79130.3060647377,55,67392.30935,53446.525,79152.7285612285,55
"2412",32,"MATHEMATICS","Computers & Mathematics",1,65631.6604166667,52942.3125,45848.5141174058,42,65991.812202381,52942.3125,45377.3762618352,42
"2413",33,"MATHEMATICS","Computers & Mathematics",1,63739.1828333333,60505.5,33732.7953357534,45,65251.8203333333,60505.5,32562.1595115221,45
"2414",34,"MATHEMATICS","Computers & Mathematics",1,81665.2603191489,55463.375,87899.9453452781,47,81635.2221276596,55463.375,87878.9010241469,47
"2415",35,"MATHEMATICS","Computers & Mathematics",1,84166.0317142857,62522.35,74218.8512366772,35,84200.6062857143,62522.35,74217.4584908332,35
"2416",36,"MATHEMATICS","Computers & Mathematics",1,84811.7438492064,69581.325,71869.9362136413,63,86453.5557896825,69581.325,70343.278333462,63
"2417",37,"MATHEMATICS","Computers & Mathematics",1,69232.2548076923,65547.625,38583.0785361475,39,70176.0371794872,65547.625,37297.3546499531,39
"2418",38,"MATHEMATICS","Computers & Mathematics",1,74720.0013297872,68572.9,46344.0470273353,47,75260.6887765958,68572.9,46437.5206931738,47
"2419",39,"MATHEMATICS","Computers & Mathematics",1,90778.4185,80674,64868.1610109419,45,97382.4817777778,80674,72314.5332487662,45
"2420",40,"MATHEMATICS","Computers & Mathematics",1,94849.2918137255,85716.125,88529.4515672085,51,99677.8679901961,89749.825,89990.2588945341,51
"2421",41,"MATHEMATICS","Computers & Mathematics",1,106409.006,85716.125,86413.334867594,45,116134.704888889,85716.125,106080.18615014,45
"2422",42,"MATHEMATICS","Computers & Mathematics",1,92126.5784051724,78152.9375,87077.2569609627,58,98385.7680603448,80674,90571.7625967111,58
"2423",43,"MATHEMATICS","Computers & Mathematics",1,75302.4561666667,62522.35,66552.3307650207,57,75527.1403333333,63530.775,66512.039026926,57
"2424",44,"MATHEMATICS","Computers & Mathematics",1,106095.340671642,80674,99544.204612237,67,110855.257182836,80674,99611.2347488239,67
"2425",45,"MATHEMATICS","Computers & Mathematics",1,93361.9702868852,75631.875,87182.9643063592,61,93386.7676229508,75631.875,87156.1779071341,61
"2426",46,"MATHEMATICS","Computers & Mathematics",1,100474.34484127,85716.125,93370.0567823175,63,101501.977936508,85716.125,92311.6382566541,63
"2427",47,"MATHEMATICS","Computers & Mathematics",1,104458.162,75631.875,97058.4434463857,55,105633.4355,75631.875,97192.8423983398,55
"2428",48,"MATHEMATICS","Computers & Mathematics",1,83087.1433333333,80674,50077.7189306462,57,89105.8483333333,81682.425,58003.1302930534,57
"2429",49,"MATHEMATICS","Computers & Mathematics",1,112278.319618056,93279.3125,94656.9549862191,72,112714.603489583,93279.3125,94239.5490762772,72
"2430",50,"MATHEMATICS","Computers & Mathematics",1,101073.662038462,98825.65,72779.8470532611,65,101632.174346154,98825.65,72278.77299415,65
"2431",51,"MATHEMATICS","Computers & Mathematics",1,93931.637421875,73110.8125,72433.6322042151,64,93882.7918359375,73110.8125,72527.7695392718,64
"2432",52,"MATHEMATICS","Computers & Mathematics",1,90592.8229775281,67564.475,93226.4087620569,89,93726.8719101124,68572.9,96041.8537671241,89
"2433",53,"MATHEMATICS","Computers & Mathematics",1,101169.172887324,97817.225,76316.0032204315,71,105728.390140845,99834.075,77938.1122143163,71
"2434",54,"MATHEMATICS","Computers & Mathematics",1,101806.80640625,99834.075,73748.5117893683,64,110336.506242188,101850.925,76657.4402335396,64
"2435",55,"MATHEMATICS","Computers & Mathematics",1,95279.8975806452,93279.3125,73961.9504026573,62,98064.1264758064,98321.4375,72626.6302412787,62
"2436",56,"MATHEMATICS","Computers & Mathematics",1,99488.3292857143,95800.375,62555.5995460742,63,101068.995456349,95800.375,62621.2443939956,63
"2437",57,"MATHEMATICS","Computers & Mathematics",1,95805.4809493671,70589.75,90685.4689854044,79,98773.9522626582,80674,89852.0622662167,79
"2438",58,"MATHEMATICS","Computers & Mathematics",1,88508.0781372549,78657.15,56717.9548505747,51,90085.9666666667,78657.15,55405.3388074881,51
"2439",59,"MATHEMATICS","Computers & Mathematics",1,87701.46171875,84203.4875,67012.1733627556,48,101147.128385417,91766.675,73756.1793584065,48
"2440",60,"MATHEMATICS","Computers & Mathematics",1,80177.2023897059,80674,53549.8300904571,68,82333.5264650735,80674,53181.3297598151,68
"2441",61,"MATHEMATICS","Computers & Mathematics",1,82394.37305,69077.1125,71113.6113300964,50,97381.18203,73615.025,81233.3149702827,50
"2442",62,"MATHEMATICS","Computers & Mathematics",1,89955.7709507042,68572.9,72453.3245582984,71,93583.2603169014,75631.875,71445.3348870453,71
"2443",63,"MATHEMATICS","Computers & Mathematics",1,89242.3061885246,72606.6,82351.6410875313,61,92418.0183606557,72606.6,80569.2944576225,61
"2444",64,"MATHEMATICS","Computers & Mathematics",1,93908.5697,75631.875,88356.0857199436,75,100916.451166667,76640.3,87156.4796849655,75
"2445",22,"MATHEMATICS AND COMPUTER SCIENCE","Computers & Mathematics",1,17143.225,17143.225,NA,1,17143.225,17143.225,NA,1
"2446",24,"MATHEMATICS AND COMPUTER SCIENCE","Computers & Mathematics",1,114960.45,114960.45,NA,1,114960.45,114960.45,NA,1
"2447",27,"MATHEMATICS AND COMPUTER SCIENCE","Computers & Mathematics",1,220845.075,220845.075,NA,1,220845.075,220845.075,NA,1
