"","AGEP","Major","Major_Category","BSc","Wages.mn","Wages.md","Wages.sd","Wages.n","Earnings.mn","Earnings.md","Earnings.sd","Earnings.n"
"3320",33,"BIOMEDICAL ENGINEERING","Engineering",1,122271.53125,133616.3125,38261.5014737365,4,122271.53125,133616.3125,38261.5014737365,4
"3321",34,"BIOMEDICAL ENGINEERING","Engineering",1,97817.225,97817.225,11409.0264930887,2,97817.225,97817.225,11409.0264930887,2
"3322",35,"BIOMEDICAL ENGINEERING","Engineering",1,58656.7208333333,55463.375,39606.4187644642,6,58656.7208333333,55463.375,39606.4187644642,6
"3323",36,"BIOMEDICAL ENGINEERING","Engineering",1,126053.125,95800.375,65934.3400071001,3,128742.258333333,95800.375,63268.7913066166,3
"3324",37,"BIOMEDICAL ENGINEERING","Engineering",1,108237.616666667,102859.35,20699.3407262969,3,108237.616666667,102859.35,20699.3407262969,3
"3325",39,"BIOMEDICAL ENGINEERING","Engineering",1,102607.24375,102355.1375,19421.4556714172,4,102607.24375,102355.1375,19421.4556714172,4
"3326",40,"BIOMEDICAL ENGINEERING","Engineering",1,80674,80674,NA,1,80674,80674,NA,1
"3327",41,"BIOMEDICAL ENGINEERING","Engineering",1,131095.25,131095.25,85567.6986981653,2,131095.25,131095.25,85567.6986981653,2
"3328",42,"BIOMEDICAL ENGINEERING","Engineering",1,133112.1,133112.1,NA,1,133112.1,133112.1,NA,1
"3329",43,"BIOMEDICAL ENGINEERING","Engineering",1,141179.5,141179.5,NA,1,141179.5,141179.5,NA,1
"3330",44,"BIOMEDICAL ENGINEERING","Engineering",1,98825.65,98825.65,25670.3096094496,2,98825.65,98825.65,25670.3096094496,2
"3331",45,"BIOMEDICAL ENGINEERING","Engineering",1,46387.55,46387.55,5704.51324654435,2,46387.55,46387.55,5704.51324654435,2
"3332",46,"BIOMEDICAL ENGINEERING","Engineering",1,61513.925,64539.2,11889.1554076341,3,61513.925,64539.2,11889.1554076341,3
"3333",47,"BIOMEDICAL ENGINEERING","Engineering",1,136137.375,136137.375,NA,1,136137.375,136137.375,NA,1
"3334",48,"BIOMEDICAL ENGINEERING","Engineering",1,0,0,NA,1,25613.995,25613.995,NA,1
"3335",49,"BIOMEDICAL ENGINEERING","Engineering",1,331771.825,331771.825,299486.945443579,2,331771.825,331771.825,299486.945443579,2
"3336",50,"BIOMEDICAL ENGINEERING","Engineering",1,110674.64375,110674.64375,115872.925320432,2,110674.64375,110674.64375,115872.925320432,2
"3337",51,"BIOMEDICAL ENGINEERING","Engineering",1,70589.75,55463.375,49659.1721438812,3,70589.75,55463.375,49659.1721438812,3
"3338",52,"BIOMEDICAL ENGINEERING","Engineering",1,52774.2416666667,65547.625,47688.3034541774,3,167062.408333333,92775.1,152856.519077533,3
"3339",53,"BIOMEDICAL ENGINEERING","Engineering",1,151263.75,151263.75,NA,1,151263.75,151263.75,NA,1
"3340",54,"BIOMEDICAL ENGINEERING","Engineering",1,171936.4625,171936.4625,36366.2719467202,2,171936.4625,171936.4625,36366.2719467202,2
"3341",55,"BIOMEDICAL ENGINEERING","Engineering",1,28235.9,28235.9,NA,1,28235.9,28235.9,NA,1
"3342",57,"BIOMEDICAL ENGINEERING","Engineering",1,40337,40337,NA,1,40337,40337,NA,1
"3343",59,"BIOMEDICAL ENGINEERING","Engineering",1,332780.25,332780.25,NA,1,332780.25,332780.25,NA,1
"3344",60,"BIOMEDICAL ENGINEERING","Engineering",1,67564.475,67564.475,NA,1,67564.475,67564.475,NA,1
"3345",22,"CHEMICAL ENGINEERING","Engineering",1,18746.09,12101.1,18862.2173956282,19,18746.09,12101.1,18862.2173956282,19
"3346",23,"CHEMICAL ENGINEERING","Engineering",1,56567.0401388889,39832.7875,69407.0142783135,36,56567.0401388889,39832.7875,69407.0142783135,36
"3347",24,"CHEMICAL ENGINEERING","Engineering",1,47198.87375,45933.75875,22916.4257290158,44,47350.1375,45933.75875,22823.7469900058,44
"3348",25,"CHEMICAL ENGINEERING","Engineering",1,63803.8901041667,68572.9,25982.5546120315,48,63803.8901041667,68572.9,25982.5546120315,48
"3349",26,"CHEMICAL ENGINEERING","Engineering",1,69780.6648255814,70589.75,27827.5925976592,43,69780.6648255814,70589.75,27827.5925976592,43
"3350",27,"CHEMICAL ENGINEERING","Engineering",1,73907.7935483871,73615.025,28030.0958113224,31,73907.7935483871,73615.025,28030.0958113224,31
"3351",28,"CHEMICAL ENGINEERING","Engineering",1,69761.4008928571,69077.1125,21832.9184749469,28,69761.4008928571,69077.1125,21832.9184749469,28
"3352",29,"CHEMICAL ENGINEERING","Engineering",1,76680.637,78152.9375,36315.1750633474,30,76714.2511666667,78152.9375,36305.945892293,30
"3353",30,"CHEMICAL ENGINEERING","Engineering",1,77163.7051048387,85716.125,30871.1867273795,31,77163.7051048387,85716.125,30871.1867273795,31
"3354",31,"CHEMICAL ENGINEERING","Engineering",1,94020.8014705882,95800.375,34241.058274817,17,94020.8014705882,95800.375,34241.058274817,17
"3355",32,"CHEMICAL ENGINEERING","Engineering",1,85530.5748,85716.125,33058.4350976932,25,85543.48264,85716.125,33068.825703817,25
"3356",33,"CHEMICAL ENGINEERING","Engineering",1,106983.80825,93279.3125,88838.7747853316,20,106691.365,93279.3125,88694.850666265,20
"3357",34,"CHEMICAL ENGINEERING","Engineering",1,102523.208333333,100842.5,41834.4476198219,27,102523.208333333,100842.5,41834.4476198219,27
"3358",35,"CHEMICAL ENGINEERING","Engineering",1,89687.7680769231,73110.8125,76676.3563891793,26,89998.0526923077,73110.8125,76697.1818236882,26
"3359",36,"CHEMICAL ENGINEERING","Engineering",1,82195.4064130435,82690.85,30790.1867074896,23,82787.3080434783,85716.125,29737.5263553102,23
"3360",37,"CHEMICAL ENGINEERING","Engineering",1,91887.686,86724.55,30886.6272217301,25,92028.8655,86724.55,30817.2161127086,25
"3361",38,"CHEMICAL ENGINEERING","Engineering",1,129362.35125,99834.075,129736.656203205,38,129603.8425,99834.075,130498.879066067,38
"3362",39,"CHEMICAL ENGINEERING","Engineering",1,83633.3395192308,84707.7,36977.3807073086,26,83633.3395192308,84707.7,36977.3807073086,26
"3363",40,"CHEMICAL ENGINEERING","Engineering",1,112994.02125,96808.8,100042.492007239,32,113000.32390625,96808.8,100046.298645337,32
"3364",41,"CHEMICAL ENGINEERING","Engineering",1,101073.597395833,89245.6125,76997.4327008767,24,101346.7125,89245.6125,77100.2970564908,24
"3365",42,"CHEMICAL ENGINEERING","Engineering",1,118709.160326087,102859.35,83836.2372346265,23,123532.0625,102859.35,84187.2918556438,23
"3366",43,"CHEMICAL ENGINEERING","Engineering",1,115452.798676471,103867.775,86645.6052198801,34,120316.966323529,107397.2625,84298.0746843741,34
"3367",44,"CHEMICAL ENGINEERING","Engineering",1,103837.216666667,102859.35,55947.9861274053,33,106709.7,103867.775,55177.5605719323,33
"3368",45,"CHEMICAL ENGINEERING","Engineering",1,113021.171153846,102859.35,76331.8032841733,26,124346.559615385,110422.5375,72791.6729935585,26
"3369",46,"CHEMICAL ENGINEERING","Engineering",1,112290.315978261,85716.125,81494.602789929,23,112290.315978261,85716.125,81494.602789929,23
"3370",47,"CHEMICAL ENGINEERING","Engineering",1,126649.411086957,98825.65,115225.683534832,23,130639.266521739,100842.5,112694.730506028,23
"3371",48,"CHEMICAL ENGINEERING","Engineering",1,116926.87875,101346.7125,82573.2732466688,20,132254.93875,116473.0875,82289.4019950171,20
"3372",49,"CHEMICAL ENGINEERING","Engineering",1,133597.637962963,122019.425,84524.8273221191,27,142561.415740741,122019.425,95777.9780585744,27
"3373",50,"CHEMICAL ENGINEERING","Engineering",1,120286.024189189,109918.325,103927.756895461,37,124201.547681081,109918.325,102685.543386505,37
"3374",51,"CHEMICAL ENGINEERING","Engineering",1,141342.149193548,110926.75,103087.507451232,31,151865.552016129,115968.875,110497.983922108,31
"3375",52,"CHEMICAL ENGINEERING","Engineering",1,124742.1725,110926.75,111471.029252634,35,126459.376214286,110926.75,110889.732700044,35
"3376",53,"CHEMICAL ENGINEERING","Engineering",1,119700.0475,110926.75,81699.6513593645,35,119518.531,110926.75,81620.6431102907,35
"3377",54,"CHEMICAL ENGINEERING","Engineering",1,145279.54375,136137.375,102113.161838725,38,146059.74625,136137.375,101869.19627977,38
"3378",55,"CHEMICAL ENGINEERING","Engineering",1,155700.82,121011,121574.925618988,30,156978.158333333,121011,119986.801311888,30
"3379",56,"CHEMICAL ENGINEERING","Engineering",1,153378.982926829,137145.8,112495.855267884,41,158571.141890244,137145.8,109570.947499997,41
"3380",57,"CHEMICAL ENGINEERING","Engineering",1,128853.185083333,128574.1875,77960.919965844,30,129014.533083333,128574.1875,77987.6771310725,30
"3381",58,"CHEMICAL ENGINEERING","Engineering",1,159427.9588,125044.7,132408.06969875,25,159427.9588,125044.7,132408.06969875,25
"3382",59,"CHEMICAL ENGINEERING","Engineering",1,153224.576388889,110926.75,136483.586852361,27,153224.576388889,110926.75,136483.586852361,27
"3383",60,"CHEMICAL ENGINEERING","Engineering",1,123251.944444444,103867.775,106518.883670574,18,125453.672361111,103867.775,104048.721948803,18
"3384",61,"CHEMICAL ENGINEERING","Engineering",1,144060.714285714,121515.2125,98036.3836136751,14,144060.714285714,121515.2125,98036.3836136751,14
"3385",62,"CHEMICAL ENGINEERING","Engineering",1,133157.9375,108909.9,100471.335345035,11,135449.8125,108909.9,103289.077674937,11
"3386",63,"CHEMICAL ENGINEERING","Engineering",1,105369.207777778,87228.7625,88150.0463043076,18,108394.482777778,87228.7625,85199.6433623898,18
"3387",64,"CHEMICAL ENGINEERING","Engineering",1,64942.57,72606.6,46463.9019775752,15,72485.589,72606.6,39035.1330626531,15
"3388",21,"CIVIL ENGINEERING","Engineering",1,37110.04,22185.35,39485.9879893393,5,37110.04,22185.35,39485.9879893393,5
"3389",22,"CIVIL ENGINEERING","Engineering",1,21627.1147321429,14168.37125,15794.6165386624,28,21627.1147321429,14168.37125,15794.6165386624,28
"3390",23,"CIVIL ENGINEERING","Engineering",1,39415.29955,42858.0625,22289.0373080129,50,39453.6197,42858.0625,22270.7479744781,50
"3391",24,"CIVIL ENGINEERING","Engineering",1,51149.7856122449,50421.25,23575.500130737,49,51149.7856122449,50421.25,23575.500130737,49
"3392",25,"CIVIL ENGINEERING","Engineering",1,46677.627808642,48404.4,22792.3424697219,81,46729.9165123457,48404.4,22783.8095653357,81
"3393",26,"CIVIL ENGINEERING","Engineering",1,51566.6685849057,52438.1,23770.6863738513,53,52870.0103301887,52438.1,21759.7241801207,53
"3394",27,"CIVIL ENGINEERING","Engineering",1,54642.7256896552,55463.375,23051.0057357548,58,55066.9596551724,55463.375,22932.9864250168,58
"3395",28,"CIVIL ENGINEERING","Engineering",1,59563.88315625,60001.2875,23246.8657481511,80,60306.3360625,60001.2875,22311.0122784609,80
"3396",29,"CIVIL ENGINEERING","Engineering",1,67963.1180078125,65547.625,29968.6538497901,64,69144.8660546875,65547.625,28755.8765327806,64
"3397",30,"CIVIL ENGINEERING","Engineering",1,57094.4624206349,57480.225,23058.6409006689,63,57126.4759126984,57480.225,23066.2744154155,63
"3398",31,"CIVIL ENGINEERING","Engineering",1,73375.7122014925,72606.6,28529.4358640557,67,74203.5237686567,75631.875,29635.6438209225,67
"3399",32,"CIVIL ENGINEERING","Engineering",1,77992.1345945946,74623.45,50841.2870841955,74,78120.2318243243,74421.765,50780.9447752785,74
"3400",33,"CIVIL ENGINEERING","Engineering",1,77103.8953819444,74623.45,27882.7292621745,72,82367.3136458333,74623.45,47768.549373731,72
"3401",34,"CIVIL ENGINEERING","Engineering",1,76541.291,72606.6,34963.7508083079,55,80923.356,75631.875,34284.2521262866,55
"3402",35,"CIVIL ENGINEERING","Engineering",1,68524.8797619048,69077.1125,37667.9603674569,42,68526.0802678571,69077.1125,37668.4236598195,42
"3403",36,"CIVIL ENGINEERING","Engineering",1,78460.507125,80674,33591.8370646891,60,80410.1287916667,82690.85,32318.5584909123,60
"3404",37,"CIVIL ENGINEERING","Engineering",1,88722.725462963,84707.7,48287.9146837132,54,89843.1976851852,84707.7,47867.9886004242,54
"3405",38,"CIVIL ENGINEERING","Engineering",1,90693.8824468085,95800.375,37519.3522684739,47,92195.7920212766,95800.375,39515.1713915341,47
"3406",39,"CIVIL ENGINEERING","Engineering",1,99848.0809027778,90254.0375,55037.4503927954,72,102076.420034722,90758.25,53621.7473829024,72
"3407",40,"CIVIL ENGINEERING","Engineering",1,94989.2505434783,90758.25,39345.0988797898,69,100601.354891304,93783.525,39551.8375587624,69
"3408",41,"CIVIL ENGINEERING","Engineering",1,90625.9975409836,87732.975,44479.1699787954,61,93856.263852459,87732.975,45812.0131275019,61
"3409",42,"CIVIL ENGINEERING","Engineering",1,78349.6476033333,80674,41163.7023567874,60,86297.73411875,82690.85,50389.8750744679,60
"3410",43,"CIVIL ENGINEERING","Engineering",1,101944.297685185,90758.25,81958.6178623603,81,110915.545277778,94791.95,82778.7791082521,81
"3411",44,"CIVIL ENGINEERING","Engineering",1,96059.4018137255,94791.95,73863.4030944661,51,104654.741960784,96808.8,81749.3072881539,51
"3412",45,"CIVIL ENGINEERING","Engineering",1,110268.472569444,94791.95,92056.0040754637,72,115140.005673611,100247.52925,89045.291486609,72
"3413",46,"CIVIL ENGINEERING","Engineering",1,111002.381875,95800.375,82018.1568207827,72,114171.917673611,95800.375,79432.3435581213,72
"3414",47,"CIVIL ENGINEERING","Engineering",1,106221.308830645,92270.8875,78599.8980644794,62,112328.786048387,95296.1625,84513.0785123705,62
"3415",48,"CIVIL ENGINEERING","Engineering",1,99369.8793650794,92775.1,73980.8177960072,63,113723.128531746,92775.1,114589.528223047,63
"3416",49,"CIVIL ENGINEERING","Engineering",1,84788.7694607843,80674,53583.9736136243,51,88521.9390377451,80674,50136.999569923,51
"3417",50,"CIVIL ENGINEERING","Engineering",1,99164.4808,100842.5,74036.8094060952,75,105208.307966667,100842.5,78489.3382826545,75
"3418",51,"CIVIL ENGINEERING","Engineering",1,107229.191666667,88237.1875,95660.7083665985,72,111550.012673611,90758.25,94493.1935046527,72
"3419",52,"CIVIL ENGINEERING","Engineering",1,107507.774828767,93783.525,81312.2560483141,73,109086.996006849,93783.525,81017.0379433479,73
"3420",53,"CIVIL ENGINEERING","Engineering",1,103320.898365385,95296.1625,69609.8608582454,78,104523.25125,95800.375,68816.6127504205,78
"3421",54,"CIVIL ENGINEERING","Engineering",1,123494.606714286,100842.5,92917.641287796,70,124243.722428571,101346.7125,92165.6842425691,70
"3422",55,"CIVIL ENGINEERING","Engineering",1,100172.9058,90758.25,93820.2291179164,75,109436.970133333,92775.1,122917.410479409,75
"3423",56,"CIVIL ENGINEERING","Engineering",1,93616.4145714286,91262.4625,63382.1882831199,70,95071.4277857143,91262.4625,65293.8722646499,70
"3424",57,"CIVIL ENGINEERING","Engineering",1,113320.4325,92270.8875,91199.7735671114,76,121702.301875,96304.5875,97950.6712116879,76
"3425",58,"CIVIL ENGINEERING","Engineering",1,108806.294691781,92775.1,88770.995223654,73,118459.546609589,95800.375,91966.0543490714,73
"3426",59,"CIVIL ENGINEERING","Engineering",1,89741.2790254237,90758.25,68791.9599802726,59,102886.697118644,95800.375,81672.5565864129,59
"3427",60,"CIVIL ENGINEERING","Engineering",1,98286.142625,80674,88945.6348516579,60,117535.295166667,87228.7625,102446.334146313,60
"3428",61,"CIVIL ENGINEERING","Engineering",1,100981.365081967,96808.8,74047.3349958266,61,104939.019918033,97817.225,71305.4509514414,61
"3429",62,"CIVIL ENGINEERING","Engineering",1,108685.805555556,80674,118541.30121066,45,126053.125,89749.825,138346.307846461,45
"3430",63,"CIVIL ENGINEERING","Engineering",1,120939.672378049,89749.825,115215.23779939,41,121062.651036585,89749.825,115129.71231383,41
"3431",64,"CIVIL ENGINEERING","Engineering",1,87860.9674038462,83195.0625,71959.4644758843,26,99263.9270192308,83195.0625,103847.796247095,26
"3432",20,"COMPUTER ENGINEERING","Engineering",1,9075.825,9075.825,NA,1,9075.825,9075.825,NA,1
"3433",21,"COMPUTER ENGINEERING","Engineering",1,10084.25,10084.25,NA,1,10084.25,10084.25,NA,1
"3434",22,"COMPUTER ENGINEERING","Engineering",1,25191.71703125,24050.93625,19813.749645491,16,25191.71703125,24050.93625,19813.749645491,16
"3435",23,"COMPUTER ENGINEERING","Engineering",1,43794.4571428571,48908.6125,24272.5452363573,28,43812.4647321429,48908.6125,24289.4625831916,28
"3436",24,"COMPUTER ENGINEERING","Engineering",1,58860.0455487805,60505.5,28396.2742858023,41,60557.1510365854,61513.925,27089.5421068398,41
"3437",25,"COMPUTER ENGINEERING","Engineering",1,55903.638597561,52438.1,50376.732364463,41,56026.6172560976,52438.1,50356.5481524822,41
"3438",26,"COMPUTER ENGINEERING","Engineering",1,63960.8991326531,60505.5,36944.9804911889,49,66039.4894387755,60505.5,36090.6079256216,49
"3439",27,"COMPUTER ENGINEERING","Engineering",1,74593.7904411765,64539.2,80529.7325189849,51,74593.7904411765,64539.2,80529.7325189849,51
"3440",28,"COMPUTER ENGINEERING","Engineering",1,66173.5439655172,60505.5,33378.302316594,58,66190.9306034483,60505.5,33379.3021861563,58
"3441",29,"COMPUTER ENGINEERING","Engineering",1,81585.4610576923,72606.6,33504.2027044568,52,81686.3035576923,73110.8125,33470.7630619427,52
"3442",30,"COMPUTER ENGINEERING","Engineering",1,73681.1512295082,80674,33902.2420859403,61,73681.1512295082,80674,33902.2420859403,61
"3443",31,"COMPUTER ENGINEERING","Engineering",1,96658.3365873016,85716.125,70266.0979696778,63,98291.0246825397,85716.125,71516.0992376267,63
"3444",32,"COMPUTER ENGINEERING","Engineering",1,88136.345,84707.7,57920.0633279371,77,92824.8664285714,85716.125,59254.1762610307,77
"3445",33,"COMPUTER ENGINEERING","Engineering",1,76238.7974537037,80674,41926.8108768411,54,76556.2645833333,80674,41400.24062505,54
"3446",34,"COMPUTER ENGINEERING","Engineering",1,90336.9885887097,85716.125,49298.4038749691,62,91914.685766129,85716.125,50550.3242662594,62
"3447",35,"COMPUTER ENGINEERING","Engineering",1,108906.298482143,100842.5,71457.0681162034,56,110707.057410714,102355.1375,72513.0034337578,56
"3448",36,"COMPUTER ENGINEERING","Engineering",1,122973.550192308,105884.625,81970.8328028094,52,122973.550192308,105884.625,81970.8328028094,52
"3449",37,"COMPUTER ENGINEERING","Engineering",1,107553.568375,100842.5,74631.0807594658,40,108440.982375,100842.5,73586.8657129729,40
"3450",38,"COMPUTER ENGINEERING","Engineering",1,112715.023666667,100842.5,81233.2773898666,60,115153.059175,100842.5,79197.9422222296,60
"3451",39,"COMPUTER ENGINEERING","Engineering",1,120275.690104167,109414.1125,56829.9500169357,48,124960.685592187,109414.1125,63343.2856284938,48
"3452",40,"COMPUTER ENGINEERING","Engineering",1,98116.601171875,95800.375,56563.6307523549,32,98116.601171875,95800.375,56563.6307523549,32
"3453",41,"COMPUTER ENGINEERING","Engineering",1,98005.1105,90758.25,70950.182225958,38,115188.14175,93783.525,94305.9933593006,38
"3454",42,"COMPUTER ENGINEERING","Engineering",1,99394.5051282051,100842.5,45626.0157448484,39,107914.403525641,102859.35,52190.0623131441,39
"3455",43,"COMPUTER ENGINEERING","Engineering",1,120261.884285714,118994.15,75190.1774946354,35,120838.127142857,118994.15,75273.3251783313,35
"3456",44,"COMPUTER ENGINEERING","Engineering",1,94449.0855,97817.225,53991.434874809,22,94999.1355,98825.65,54099.6781687252,22
"3457",45,"COMPUTER ENGINEERING","Engineering",1,105481.255,100842.5,80570.198913969,35,110114.247571429,100842.5,78339.8598211586,35
"3458",46,"COMPUTER ENGINEERING","Engineering",1,101706.384083333,100842.5,49144.6816119999,30,114631.031166667,101850.925,73299.4404948093,30
"3459",47,"COMPUTER ENGINEERING","Engineering",1,124424.130769231,85716.125,128769.855583561,26,125847.561442308,85716.125,128779.81447571,26
"3460",48,"COMPUTER ENGINEERING","Engineering",1,137912.203,100842.5,112030.631842501,25,147109.039,100842.5,119549.170078368,25
"3461",49,"COMPUTER ENGINEERING","Engineering",1,94936.0107142857,92775.1,45818.7813815188,21,100698.439285714,102859.35,43496.078527149,21
"3462",50,"COMPUTER ENGINEERING","Engineering",1,114644.17125,111935.175,45689.1548654498,22,115240.05875,116977.3,45644.3386995108,22
"3463",51,"COMPUTER ENGINEERING","Engineering",1,94396.9835416667,91262.4625,61021.1430239095,24,99922.3121875,94791.95,59382.0562287923,24
"3464",52,"COMPUTER ENGINEERING","Engineering",1,86220.3375,93783.525,52411.0451841558,20,90606.98625,94287.7375,48327.2415370853,20
"3465",53,"COMPUTER ENGINEERING","Engineering",1,102203.87375,101850.925,40894.7765723513,20,105229.14875,103363.5625,42220.0349330893,20
"3466",54,"COMPUTER ENGINEERING","Engineering",1,119330.291666667,94791.95,118322.040293433,12,147230.05,100842.5,126794.97631811,12
"3467",55,"COMPUTER ENGINEERING","Engineering",1,92667.5346666667,102859.35,58678.9781875134,15,116889.903166667,110926.75,84826.1060390509,15
"3468",56,"COMPUTER ENGINEERING","Engineering",1,130826.336666667,102859.35,111861.47644507,15,146624.995,102859.35,150164.316813015,15
"3469",57,"COMPUTER ENGINEERING","Engineering",1,109621.729411765,98825.65,62772.699283675,17,109621.729411765,98825.65,62772.699283675,17
"3470",58,"COMPUTER ENGINEERING","Engineering",1,102103.03125,102859.35,34714.8959274477,8,102103.03125,102859.35,34714.8959274477,8
"3471",59,"COMPUTER ENGINEERING","Engineering",1,105426.25,114960.45,47468.0197055799,11,105426.25,114960.45,47468.0197055799,11
"3472",60,"COMPUTER ENGINEERING","Engineering",1,67362.79,36303.3,65097.7197024635,5,83497.59,80674,53123.9974534155,5
"3473",61,"COMPUTER ENGINEERING","Engineering",1,108153.58125,113447.8125,65329.4161329188,4,110422.5375,113447.8125,68792.5233595086,4
"3474",62,"COMPUTER ENGINEERING","Engineering",1,74623.45,74623.45,22818.0529861774,2,74623.45,74623.45,22818.0529861774,2
"3475",63,"COMPUTER ENGINEERING","Engineering",1,69245.1833333333,78657.15,50080.5961614023,3,69245.1833333333,78657.15,50080.5961614023,3
"3476",64,"COMPUTER ENGINEERING","Engineering",1,252106.25,252106.25,292356.303885398,2,252106.25,252106.25,292356.303885398,2
"3477",21,"ELECTRICAL ENGINEERING","Engineering",1,80674,80674,NA,1,80674,80674,NA,1
"3478",22,"ELECTRICAL ENGINEERING","Engineering",1,31633.5165384615,23697.9875,25198.7109790244,26,31633.5165384615,23697.9875,25198.7109790244,26
"3479",23,"ELECTRICAL ENGINEERING","Engineering",1,41827.5013414634,36000.7725,28524.3801406887,41,41827.5013414634,36000.7725,28524.3801406887,41
"3480",24,"ELECTRICAL ENGINEERING","Engineering",1,52016.395,57480.225,30394.126176422,66,52092.7908333333,57480.225,30447.8179271634,66
"3481",25,"ELECTRICAL ENGINEERING","Engineering",1,54749.0739583333,55967.5875,31289.6313843338,72,55328.9183333333,55967.5875,30678.5005101282,72
"3482",26,"ELECTRICAL ENGINEERING","Engineering",1,56506.2340243902,60505.5,26966.7205039213,82,57185.1991981707,60505.5,26174.8310466482,82
"3483",27,"ELECTRICAL ENGINEERING","Engineering",1,56203.3601056338,60505.5,30427.6524668772,71,56274.3759507042,60505.5,30455.6439250271,71
"3484",28,"ELECTRICAL ENGINEERING","Engineering",1,67966.6300301205,67564.475,46721.6282473584,83,67921.6761445783,67564.475,46707.8550266086,83
"3485",29,"ELECTRICAL ENGINEERING","Engineering",1,69071.06195,68572.9,40627.0376612696,100,70371.9302,68572.9,40137.781396328,100
"3486",30,"ELECTRICAL ENGINEERING","Engineering",1,72856.8035613208,70589.75,47092.0608178465,106,72912.9328773585,70589.75,46873.9956209421,106
"3487",31,"ELECTRICAL ENGINEERING","Engineering",1,79199.6131034483,75631.875,49926.8013146684,116,81361.6415301724,75631.875,48774.9581615775,116
"3488",32,"ELECTRICAL ENGINEERING","Engineering",1,83182.0827722772,78657.15,63107.1698893947,101,85977.7164356436,78657.15,65590.7236033681,101
"3489",33,"ELECTRICAL ENGINEERING","Engineering",1,75936.3417788462,76136.0875,49198.0835153136,104,77201.7212259615,76136.0875,48077.2364597248,104
"3490",34,"ELECTRICAL ENGINEERING","Engineering",1,77709.8416666667,72606.6,35579.8258381393,99,79390.55,74623.45,34166.4298986579,99
"3491",35,"ELECTRICAL ENGINEERING","Engineering",1,96258.75,95800.375,51991.8037238469,99,97522.856575,95800.375,52276.1219013026,99
"3492",36,"ELECTRICAL ENGINEERING","Engineering",1,99478.4725,93783.525,65855.5473514295,114,100924.76625,93783.525,64331.2532197495,114
"3493",37,"ELECTRICAL ENGINEERING","Engineering",1,105446.778931624,93783.525,59510.3656921674,117,106265.585555556,93783.525,60450.9090194194,117
"3494",38,"ELECTRICAL ENGINEERING","Engineering",1,105577.178353659,91262.4625,79276.349663984,82,107360.368902439,91262.4625,78530.9869354677,82
"3495",39,"ELECTRICAL ENGINEERING","Engineering",1,101952.68425,93783.525,60784.3737635916,110,105405.16475,93783.525,66673.9556601103,110
"3496",40,"ELECTRICAL ENGINEERING","Engineering",1,106976.543252688,99834.075,81747.6605346297,93,110611.210564516,99834.075,78665.5463844713,93
"3497",41,"ELECTRICAL ENGINEERING","Engineering",1,109514.955,96808.8,102399.094126885,111,118528.094121622,100842.5,119760.328562819,111
"3498",42,"ELECTRICAL ENGINEERING","Engineering",1,111299.231306306,100842.5,77209.9368641946,111,120221.530413739,100842.5,86979.0947200235,111
"3499",43,"ELECTRICAL ENGINEERING","Engineering",1,111129.94011194,95800.375,82491.9892396864,134,112105.937475187,96304.5875,81958.3184244383,134
"3500",44,"ELECTRICAL ENGINEERING","Engineering",1,107774.608629032,97817.225,69140.5467899577,124,110516.882164718,100338.2875,69146.229966934,124
"3501",45,"ELECTRICAL ENGINEERING","Engineering",1,117893.75664,103867.775,80559.1255113743,125,119708.1149,104876.2,79349.9152294929,125
"3502",46,"ELECTRICAL ENGINEERING","Engineering",1,109932.731071429,98825.65,78046.7455855112,161,113531.806159938,100842.5,77749.6850168722,161
"3503",47,"ELECTRICAL ENGINEERING","Engineering",1,121332.701778169,108909.9,82691.0976429737,142,123772.813316373,108909.9,83156.4556145687,142
"3504",48,"ELECTRICAL ENGINEERING","Engineering",1,100889.514408784,96808.8,64165.3573919513,148,107561.472246622,100842.5,68089.9470134313,148
"3505",49,"ELECTRICAL ENGINEERING","Engineering",1,122218.413676471,100842.5,92710.4399903145,187,127289.664363235,105884.625,93464.7606811393,187
"3506",50,"ELECTRICAL ENGINEERING","Engineering",1,116667.75181962,100842.5,97916.1938828976,158,124058.587998734,100842.5,99563.7523139488,158
"3507",51,"ELECTRICAL ENGINEERING","Engineering",1,122677.093478261,110926.75,90080.3368063125,161,128500.904440994,110926.75,93082.3642644245,161
"3508",52,"ELECTRICAL ENGINEERING","Engineering",1,124182.147798742,100842.5,97949.248164901,159,130839.021257862,105884.625,96847.8551226579,159
"3509",53,"ELECTRICAL ENGINEERING","Engineering",1,120746.581584302,102355.1375,91186.0133737975,172,121712.793444767,102355.1375,90289.1569327537,172
"3510",54,"ELECTRICAL ENGINEERING","Engineering",1,107870.3055,100842.5,75339.2078812514,165,111905.227833333,100842.5,73879.5898465632,165
"3511",55,"ELECTRICAL ENGINEERING","Engineering",1,129134.8718,110926.75,96514.1270996674,125,132868.4725874,110926.75,95195.8041628687,125
"3512",56,"ELECTRICAL ENGINEERING","Engineering",1,100012.077291667,98825.65,61088.0387601531,132,105340.319966667,100842.5,63703.0566062532,132
"3513",57,"ELECTRICAL ENGINEERING","Engineering",1,104366.487,100842.5,59498.945420001,110,106128.29715,100842.5,57316.3979674209,110
"3514",58,"ELECTRICAL ENGINEERING","Engineering",1,116684.468894231,103867.775,96100.9854873725,104,120640.597740385,105884.625,97311.2207065251,104
